"username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink"
"Womatic","2017-02-04 08:39","0","1","Wow can't believe the po bashed that old lady head to the brick wall!! #wshh #worldstar https://www.instagram.com/p/BQFVEoVDQ6_/","","","#wshh #worldstar","827798603292876804","https://twitter.com/Womatic/status/827798603292876804"
"jahova33604","2017-02-04 01:01","0","0","Don't want #free education but a wall I don't want my tax dollars paying for some else's kid https://www.instagram.com/p/BQEguNpDs-U/","","","#free","827683459242004481","https://twitter.com/jahova33604/status/827683459242004481"
"boatingBonnieC","2017-02-03 23:01","0","0","I found the Purple Wall! @Disney's Magic Kingdom https://www.instagram.com/p/BQETBARAx-M/","","@Disney","","827653315974545409","https://twitter.com/boatingBonnieC/status/827653315974545409"
"ClickWhisperer","2017-02-03 22:20","0","0","Why Trump's H-1B Visa Overhaul Might Not Make America Great Again http://feeds.fastcompany.com/~r/fastcompany/headlines/~3/ZPu2K8IZ_5I/why-trumps-h-1b-visa-overhaul-might-not-make-america-great-again ","","","","827642837231607809","https://twitter.com/ClickWhisperer/status/827642837231607809"
"Rebz4evr","2017-02-03 21:53","0","0","If I knew Spanish I would say something impressive @Mexico Pavilion at Epcot https://www.instagram.com/p/BQELMaKAEue/","","@Mexico","","827636117549809664","https://twitter.com/Rebz4evr/status/827636117549809664"
"ClickWhisperer","2017-02-03 19:00","0","0","Ride-Hailing Upstart Juno Says It Will Help Drivers Impacted By Immigration Ban http://feeds.fastcompany.com/~r/fastcompany/headlines/~3/CyI0_AnhPeg/ride-hailing-upstart-juno-says-it-will-help-drivers-impacted-by-immigration-ban ","","","","827592505612984324","https://twitter.com/ClickWhisperer/status/827592505612984324"
"ClickWhisperer","2017-02-03 15:30","0","0","Five Steps Every Employer Needs To Take In Response To Trump's Immigration Order http://feeds.fastcompany.com/~r/fastcompany/headlines/~3/uXg1U5chVfI/five-steps-every-employer-needs-to-take-in-response-to-trumps-immigration-order ","","","","827539657017720832","https://twitter.com/ClickWhisperer/status/827539657017720832"
"sue_funny","2017-02-03 12:31","0","0","Hey, Florida has good avocado trees! You don't think have to go to Mexico!","","","","827494734172151808","https://twitter.com/sue_funny/status/827494734172151808"
"FitnessbyScott","2017-02-03 12:14","0","0","We were cranking this morning wall balls, v ups, cleans over and over again. #fitnessbyscott https://www.instagram.com/p/BQDI9FVAeX2/","","","#fitnessbyscott","827490456573452288","https://twitter.com/FitnessbyScott/status/827490456573452288"
"acousticgroover","2017-02-03 02:26","0","0","It's the only wall we need .... @Jupiter, Florida https://www.instagram.com/p/BQCFtUPBMvR/","","@Jupiter","","827342575841398784","https://twitter.com/acousticgroover/status/827342575841398784"
"DowntownOrl","2017-02-03 02:10","0","0","#Trespasser 24 N ROSALIND AV & WALL ( 2/02/2017 20:58) #Orlando #CentralBusinessDistrict","","","#Trespasser #Orlando #CentralBusinessDistrict","827338457345310720","https://twitter.com/DowntownOrl/status/827338457345310720"
"AurielGrace","2017-02-03 01:59","0","0","Love Story Contest February is Love Month at A Gang of Girls Radio! Share your Love Stories of https://www.instagram.com/p/BQCCiYNDGU4/","","","","827335606497861632","https://twitter.com/AurielGrace/status/827335606497861632"
"HanGodbold","2017-02-03 00:42","0","4","Fetchingly draped against the wall! @Princess Fairytale Hall https://www.instagram.com/p/BQB5t5DBt06rVSAQnkdfXnOAEL5-OIC54QBves0/ ","","@Princess","","827316206562484224","https://twitter.com/HanGodbold/status/827316206562484224"
"ClickWhisperer","2017-02-02 22:30","0","0","What You Can Do To Keep Your Data Private When Crossing The Border http://feeds.fastcompany.com/~r/fastcompany/headlines/~3/XPYPT6ecntc/what-you-can-do-to-keep-your-data-private-when-crossing-the-border ","","","","827282970331402240","https://twitter.com/ClickWhisperer/status/827282970331402240"
"ClickWhisperer","2017-02-02 21:20","0","0","What Is 84 Lumber Trying to Say About Mexican Immigration With This Super Bowl Ad? http://adage.com/article/super-bowl-2011/84-lumber-mexican-immigration-super-bowl-ad/307819/?utm_source=Super%20Bowl%202011&utm_medium=feed&utm_campaign=Feed:+AdvertisingAge/Super%20Bowl%202011 ","","","","827265349821149185","https://twitter.com/ClickWhisperer/status/827265349821149185"
"mstratt22","2017-02-02 21:13","0","0","When you get drug onto a river rapids ride and you see people coming https://www.instagram.com/p/BQBh4p_AhLGOLFrlnlUSHATQ6Ar6aafbzCPyA00/ ","","","","827263801909145600","https://twitter.com/mstratt22/status/827263801909145600"
"MadameHype","2017-02-02 17:43","0","0","Just don't let it go in your head #KahViaja #GulfOfMexico @Gulf of Mexico https://www.instagram.com/p/BQBJxpLFWs7/","","@Gulf","#KahViaja #GulfOfMexico","827210790495207426","https://twitter.com/MadameHype/status/827210790495207426"
"BillyOliver","2017-02-02 17:20","0","1","#usa #mexico #california #sandiego #texas #Pato Donald #mickey @Med-X of USA https://www.instagram.com/p/BQBHIGgA6zx/","","@Med","#usa #mexico #california #sandiego #texas #Pato #mickey","827204961159303169","https://twitter.com/BillyOliver/status/827204961159303169"
"G_LoraTax","2017-02-02 15:33","0","0","House GOP Border Tax Is A Wolf In Sheep's Clothing http://dlvr.it/NGfz0f pic.twitter.com/UFwz4qrDNL","","","","827178067252502528","https://twitter.com/G_LoraTax/status/827178067252502528"
"MermaidIna","2017-02-02 14:35","0","0","#me @Gulf of Mexico, Anclote Key. https://www.instagram.com/p/BQA0SZ2lwas/","","@Gulf","#me","827163540645695488","https://twitter.com/MermaidIna/status/827163540645695488"
"G_LoraTax","2017-02-02 05:31","0","1","IRS Professional Responsibility Lawyer Charged In Drug Distribution Conspiracy http://dlvr.it/NGRcjR #NYSE_HRBpic.twitter.com/npyuuz8AQB","","","#NYSE_HRBpic","827026670150307840","https://twitter.com/G_LoraTax/status/827026670150307840"
"DarrynYates","2017-02-02 01:27","3","2","The whole 'Orlando FL trip' gang at Animal Kingdom! Good times @Disney's Animal Kingdom https://www.instagram.com/p/BP_aF6WAI6Y/","","@Disney","","826965190709243906","https://twitter.com/DarrynYates/status/826965190709243906"
"nadzris","2017-02-02 01:21","0","1","I went to Africa in #animalkingdom and found these words written on this wall. It does not https://www.instagram.com/p/BP_ZZt-gDjb/","","","#animalkingdom","826963698178781184","https://twitter.com/nadzris/status/826963698178781184"
"AurielGrace","2017-02-01 23:12","1","1","A Gang of Girls Radio - Love Goddess Show 2/6/17 9E/8C/6P Special Guest Samantha Wood It's https://www.instagram.com/p/BP_KsXEjl5d/","","","","826931330852196352","https://twitter.com/AurielGrace/status/826931330852196352"
"CRKimler","2017-02-01 20:32","0","0","Mexico Pavilion! Beautiful day! @Mexico Pavilion at Epcot https://www.instagram.com/p/BP-4VqOBoBnf7UcoIPwRXHxgstTyMDRFzHeQho0/ ","","@Mexico","","826890972910858241","https://twitter.com/CRKimler/status/826890972910858241"
"ClickWhisperer","2017-02-01 19:00","0","0","Avocados From Mexico Kicks Off Nutritional Campaign With Super Bowl Spot http://adage.com/article/super-bowl-2011/avocados-mexico-kicks-nutritional-campaign-super-bowl-spot/307791/?utm_source=Super%20Bowl%202011&utm_medium=feed&utm_campaign=Feed:+AdvertisingAge/Super%20Bowl%202011 ","","","","826867732016726017","https://twitter.com/ClickWhisperer/status/826867732016726017"
"emmeevents","2017-02-01 18:36","0","0","Who doesn't love a freaking donut wall?? Still one of my favorite trends of 2016. I think it's https://www.instagram.com/p/BP-rEsTBSSh/","","","","826861798573764608","https://twitter.com/emmeevents/status/826861798573764608"
"JohnnyPoinson2","2017-02-01 17:50","0","0","Me and the gang @Rusty's Fort Myers https://www.instagram.com/p/BP-l08Wjmf7/","","@Rusty","","826850257870917632","https://twitter.com/JohnnyPoinson2/status/826850257870917632"
"KimFriscia","2017-02-01 17:09","0","0","When you find a pretty wall at Disney you have to take a basic pic in front of it @Disney https://www.instagram.com/p/BP-hILvA_Mq/","","@Disney","","826839926184484869","https://twitter.com/KimFriscia/status/826839926184484869"
"mskizzy","2017-02-01 13:12","0","0","Lower body exercise morning...COMPLETE  Squats  Leg press  Lunges  Wall sits  Glutes  https://www.instagram.com/p/BP-GB3gAVVq/","","","","826780336281550848","https://twitter.com/mskizzy/status/826780336281550848"
"butfirst_disney","2017-02-01 10:20","0","1","Which side do you begin? Mexico or Canada? #worldshowcasewednesday #waltdisneyworld @ https://www.instagram.com/p/BP9yR7DjNqZ/","","@","#worldshowcasewednesday #waltdisneyworld","826736907350577153","https://twitter.com/butfirst_disney/status/826736907350577153"
"klcknb","2017-02-01 05:09","0","1","When your work is one big fiesta @On The Border Mexican Grill & Cantina https://www.instagram.com/p/BP9Ovh7D0ya/","","@On","","826658765067911168","https://twitter.com/klcknb/status/826658765067911168"
"jimsalinger","2017-02-01 03:35","0","0","Just posted a photo @Mexico Pavilion at Epcot https://www.instagram.com/p/BP9D6iHBSmu4mp8RvPsmdVh2AXrRBRqjmCOgXM0/ ","","@Mexico","","826634947246952449","https://twitter.com/jimsalinger/status/826634947246952449"
"RollaBoi","2017-02-01 03:29","0","0","Fly Puppy Gang #StuckInMyWays @Palm Bay, Florida https://www.instagram.com/p/BP9DRE3AY09A_BZDKXEY7mIoCLBqEqnZJIZnEQ0/ ","","@Palm","#StuckInMyWays","826633524119748609","https://twitter.com/RollaBoi/status/826633524119748609"
"mgs_photo","2017-02-01 01:54","0","0","Print wall done.... For now... #prints #printyourphotos @Momma Got Soul Photography https://www.instagram.com/p/BP84X3qBer0/","","@Momma","#prints #printyourphotos","826609568977281026","https://twitter.com/mgs_photo/status/826609568977281026"
"DowntownOrl","2017-02-01 00:53","0","0","#MentallyIllPersonViolent WALL ST & N ROSALIND AV ( 1/31/2017 19:39) #Orlando #CentralBusinessDistrict","","","#MentallyIllPersonViolent #Orlando #CentralBusinessDistrict","826594237361840128","https://twitter.com/DowntownOrl/status/826594237361840128"
"MityMo","2017-01-31 23:18","0","0","Taking out (@Great Wall 2 in Saint Petersburg, FL) https://www.swarmapp.com/c/3DmwkvqAYLm","","@Great","","826570448070664192","https://twitter.com/MityMo/status/826570448070664192"
"StampedeAirsoft","2017-01-31 23:16","0","1","My little pretties!! A bunch never or barely made it to our wall!!! It's about friggin time!! https://www.instagram.com/p/BP8mSW7j5U4/","","","","826569795449548800","https://twitter.com/StampedeAirsoft/status/826569795449548800"
"StampedeAirsoft","2017-01-31 23:10","0","0","Partial restock.....phew......finally.more.guns.on.our.wall!!!!! Going faaassssttttt!!!! https://www.instagram.com/p/BP8lpFRDcRV/","","","","826568383437086722","https://twitter.com/StampedeAirsoft/status/826568383437086722"
"brinsonswann","2017-01-31 22:00","0","3","Really praying this border tax isn't enforced for the sake of Corona.","","","","826550690919116800","https://twitter.com/brinsonswann/status/826550690919116800"
"CF_Get_Salty","2017-01-31 21:47","0","0","Fight Gone Bad... always a great time! - 3 Rounds 1 Minute Max Effort of Each: Wall-ball @ https://www.instagram.com/p/BP8cMN7lz9l/","","@","","826547604095905796","https://twitter.com/CF_Get_Salty/status/826547604095905796"
"hrmassacr","2017-01-31 18:59","0","0","Signed the wall at #HPCelebration, and got to read other's stories of what HP means to them. https://www.instagram.com/p/BP8I0bBD2xm/","","","#HPCelebration","826505189561626624","https://twitter.com/hrmassacr/status/826505189561626624"
"ClickWhisperer","2017-01-31 18:50","0","0","Amazon, Expedia, Microsoft Join Fight Against Trump's Immigration Order http://adage.com/article/media/amazon-expedia-microsoft-join-fight-trump-s-immigration-order/307765/?utm_source=Media&utm_medium=feed&utm_campaign=Feed:+AdvertisingAge/Media ","","","","826502825584762880","https://twitter.com/ClickWhisperer/status/826502825584762880"
"DoD12345679","2017-01-31 18:23","0","0","When in Mexico... (Left to right) Wild Passion Fruit, Hibiscus, Blood Orange (The best IMO), and https://www.instagram.com/p/BP8E0TKARi4/","","","","826496196927770630","https://twitter.com/DoD12345679/status/826496196927770630"
"aquariusdb","2017-01-31 01:47","0","0","Red lip gang @Carnival Sunshine - At Sea https://www.instagram.com/p/BP6SyhHBF-E/","","@Carnival","","826245447706505216","https://twitter.com/aquariusdb/status/826245447706505216"
"magnoliallc","2017-01-30 23:36","0","0","The gang's all here. I love my sisters in Theta. #reunion #florida #kao #depauw @Sarasota Surf https://www.instagram.com/p/BP6DyGIBl5b/","","@Sarasota","#reunion #florida #kao #depauw","826212444322177024","https://twitter.com/magnoliallc/status/826212444322177024"
"AurielGrace","2017-01-30 20:36","0","1","A Gang of Girls Radio - David Pond 1/30/17 9E/8C/6P What does David Pond have to say about https://www.instagram.com/p/BP5vPPgjXaQ/","","","","826167267209646081","https://twitter.com/AurielGrace/status/826167267209646081"
"disneybear40","2017-01-30 17:07","0","0","Just opened and great (@On the Border in Four Corners, FL w/ @rudylorenzana) https://www.swarmapp.com/c/3XqUXPWGLsL","","@On @rudylorenzana","","826114556271411203","https://twitter.com/disneybear40/status/826114556271411203"
"Andy__Thomas","2017-01-30 14:27","0","1","Waiting for a Rams winning season like... @Wall St. Plaza https://www.instagram.com/p/BP5E-LYBLTPZLEv2b7Dzye7OlaZMZ65Rp6SjUM0/ ","","@Wall","","826074318928961537","https://twitter.com/Andy__Thomas/status/826074318928961537"
"kp_golffitness","2017-01-30 04:05","0","1","Last night with the gang! Post golf led to homemade pizzas, calzones, and head https://www.instagram.com/p/BP39yOfDOEr/","","","","825917781354958848","https://twitter.com/kp_golffitness/status/825917781354958848"
"RynoHolmes_","2017-01-30 00:00","0","0","CATCH THE GANG africablackja @buddablessbbm PAPER CHASIN WORLD WIDE vainorlando WE OUT HERE ! https://www.instagram.com/p/BP3hu1wBwrv/","","@buddablessbbm","","825856094174015488","https://twitter.com/RynoHolmes_/status/825856094174015488"
"jeffstrayer","2017-01-29 23:37","0","0","Still roughing it. @Gulf of Mexico - Englewood, FL https://www.instagram.com/p/BP3fHzWjXJR/","","@Gulf","","825850352364814337","https://twitter.com/jeffstrayer/status/825850352364814337"
"AndrewGHaines","2017-01-29 22:33","0","0","marcorod1010 working the wall @2infinity https://www.instagram.com/p/BP3X1WuBP51/","","@2infinity","","825834336557555713","https://twitter.com/AndrewGHaines/status/825834336557555713"
"guyinmidtownkc","2017-01-29 21:58","0","0","Wall mural in Saint Petes. Have to spend more time taking pics next time. #graffiti https://www.instagram.com/p/BP3T2TBhvrz/","","","#graffiti","825825563851923456","https://twitter.com/guyinmidtownkc/status/825825563851923456"
"irisofamanda","2017-01-29 21:46","0","1","I need this on my wall. Not kidding. #DisneySprings #WDW #Disney @Disney Springs https://www.instagram.com/p/BP3SaYSBtQu/","","@Disney","#DisneySprings #WDW #Disney","825822403758415872","https://twitter.com/irisofamanda/status/825822403758415872"
"elanoue","2017-01-29 19:01","0","0","loving my art on this collectors wall @St Armand's Circle https://www.instagram.com/p/BP2_jsfB9pB/","","@St","","825780943939989504","https://twitter.com/elanoue/status/825780943939989504"
"LisaLozanoDiaz","2017-01-29 16:48","0","0","With the gang at Islands of Adventure @Islands of Adventure https://www.instagram.com/p/BP2wTvlgneV/","","@Islands","","825747407275171841","https://twitter.com/LisaLozanoDiaz/status/825747407275171841"
"CrystalSupinger","2017-01-29 16:24","0","0","Take me back to the Caribbean Sea! @Costa Maya, Mexico https://www.instagram.com/p/BP2tjkfjBIXUkQglsIFg0Vplaytowwxqk7TL-E0/ ","","@Costa","","825741356454838272","https://twitter.com/CrystalSupinger/status/825741356454838272"
"michellewv","2017-01-29 14:56","0","1","#immigration #itsworththefight #refugeeswelcome @Daytona Beach, Florida https://www.instagram.com/p/BP2jg1YFYMD/","","@Daytona","#immigration #itsworththefight #refugeeswelcome","825719275688177666","https://twitter.com/michellewv/status/825719275688177666"
"rozpedil","2017-01-29 14:21","0","0","""I can show you how to see a world where others see a wall."" #wall #love #live #vegansofig https://www.instagram.com/p/BP2fg6sgPVL/","","","#wall #love #live #vegansofig","825710475530878976","https://twitter.com/rozpedil/status/825710475530878976"
"rozpedil","2017-01-29 14:19","0","1","""I can show you how to see a world where others see a wall."" #sunday #art #quote #wall https://www.instagram.com/p/BP2fQtRgz0E/","","","#sunday #art #quote #wall","825709921161326592","https://twitter.com/rozpedil/status/825709921161326592"
"ChefPAlaniz","2017-01-29 13:19","0","1","We are back #chef #tv #show #mexico #keys #wpbf #snow #italian #french @First Choice Credit Union https://www.instagram.com/p/BPm_LFXDRhe/","","@First","#chef #tv #show #mexico #keys #wpbf #snow #italian #french","825694917452263424","https://twitter.com/ChefPAlaniz/status/825694917452263424"
"GSEmde","2017-01-29 04:24","0","0","Tallest ever. 7'. Huge. Mexico will pay for her. @Honey Pot https://www.instagram.com/p/BP1bNMNgjSJmZYFRDOVEVe44eoAnl0qB4qUsEs0/ ","","@Honey","","825560265966100480","https://twitter.com/GSEmde/status/825560265966100480"
"cealdrich","2017-01-29 02:45","0","0","With the Alteri gang, & my good buddy Craig #gasparilla @Gasparilla https://www.instagram.com/p/BP1P1_mluCP/","","@Gasparilla","#gasparilla","825535284746022913","https://twitter.com/cealdrich/status/825535284746022913"
"DowntownOrl","2017-01-29 01:56","0","0","#IllegallyParkedCars WALL ST & N ORANGE AV ( 1/28/2017 20:46) #Orlando #CentralBusinessDistrict","","","#IllegallyParkedCars #Orlando #CentralBusinessDistrict","825522974686068736","https://twitter.com/DowntownOrl/status/825522974686068736"
"Used2BThatTVGuy","2017-01-29 00:52","1","0","#BREAKING VIDEO Protest grows at NYCs JFK Airport after detention of incoming passengers under new U.S. refugee/immigration policy #FOX35pic.twitter.com/68qmVnk0s1","","","#BREAKING #FOX35pic","825506869494034432","https://twitter.com/Used2BThatTVGuy/status/825506869494034432"
"zachgarner","2017-01-28 23:43","0","0","At Epcot Walt Disney World. In the Mexico section and it looks like they just built a new wall. https://www.instagram.com/p/BP06-eRA9fq/","","","","825489391414026240","https://twitter.com/zachgarner/status/825489391414026240"
"jt_ocd","2017-01-28 23:09","0","0","#CrossFitOCD @Wall St. Plaza https://www.instagram.com/p/BP03FeIgEnU/","","@Wall","#CrossFitOCD","825480950255644672","https://twitter.com/jt_ocd/status/825480950255644672"
"shanesmartt","2017-01-28 21:51","0","0","They started #ComradeCheeto 's wall @Mexico Pavilion at Epcot https://www.instagram.com/p/BP0uPg7D83l/","","@Mexico","#ComradeCheeto","825461393268862977","https://twitter.com/shanesmartt/status/825461393268862977"
"jt_ocd","2017-01-28 21:28","0","0","#CrossFitOCD #mashmafia #TeamMashMafia @Wall St. Plaza https://www.instagram.com/p/BP0rgSzAZBV/","","@Wall","#CrossFitOCD #mashmafia #TeamMashMafia","825455431891955712","https://twitter.com/jt_ocd/status/825455431891955712"
"wallstplaza","2017-01-28 20:55","0","0","#TheWaronWallStreet @Wall St. Plaza https://www.instagram.com/p/BP0n0M9lM_0/","","@Wall","#TheWaronWallStreet","825447265900847114","https://twitter.com/wallstplaza/status/825447265900847114"
"Melissinthecity","2017-01-28 20:26","1","2","Because not all Donalds hate Mexico. @Mexico Pavilion at Epcot https://www.instagram.com/p/BP0kdb-D9Xk/","","@Mexico","","825439881551835141","https://twitter.com/Melissinthecity/status/825439881551835141"
"jt_ocd","2017-01-28 20:22","0","0","#CrossFitOCD #mashmafia @Wall St. Plaza https://www.instagram.com/p/BP0kApMADJL/","","@Wall","#CrossFitOCD #mashmafia","825438981147987968","https://twitter.com/jt_ocd/status/825438981147987968"
"jt_ocd","2017-01-28 19:43","0","0","#CrossFitOCD #CrossFit @Wall St. Plaza https://www.instagram.com/p/BP0fiiVgU3n/","","@Wall","#CrossFitOCD #CrossFit","825429142988533760","https://twitter.com/jt_ocd/status/825429142988533760"
"TheBaker_Nkids","2017-01-28 19:11","0","0","Gang blueprint_zack97 kylewaters12 @Bizanks215 @dennisswift @_iburndope @dandreswift https://www.instagram.com/p/BP0b2iUjk2r/","","@Bizanks215 @dennisswift @_iburndope @dandreswift","","825420948878811136","https://twitter.com/TheBaker_Nkids/status/825420948878811136"
"jt_ocd","2017-01-28 19:09","0","0","#CrossFitOCD #mashmafia #TeamMashMafia @Wall St. Plaza https://www.instagram.com/p/BP0bodZgFmx/","","@Wall","#CrossFitOCD #mashmafia #TeamMashMafia","825420561291628544","https://twitter.com/jt_ocd/status/825420561291628544"
"Manwut40","2017-01-28 19:05","0","0","TONIGHT THE CITY IS AT @parallelniteclbJOIN THE GANG Follow @HerbnLifestyle @tdadogmusic https://www.instagram.com/p/BP0bNACg5zT/","","@parallelniteclbJOIN @HerbnLifestyle @tdadogmusic","","825419522161127424","https://twitter.com/Manwut40/status/825419522161127424"
"sue_funny","2017-01-28 18:48","0","0","Collect back taxes from All Sharp-tongued or send him to jail as would happen to the regular person. It would pay for the wall!","","","","825415270806216704","https://twitter.com/sue_funny/status/825415270806216704"
"ChefPAlaniz","2017-01-28 18:21","0","1","Roasted pig today #good #boss #usa #fish #pig #palmbeach #cuban #mexico @Palm Beach County, https://www.instagram.com/p/BP0WJrUj_wG/","","@Palm","#good #boss #usa #fish #pig #palmbeach #cuban #mexico","825408412473290753","https://twitter.com/ChefPAlaniz/status/825408412473290753"
"wallstplaza","2017-01-28 18:20","0","0","War on Wall St is on! Free to watch and lots of drink specials. @Wall St. Plaza https://www.instagram.com/p/BP0WCgeltEv/","","@Wall","","825408175620894720","https://twitter.com/wallstplaza/status/825408175620894720"
"jt_ocd","2017-01-28 17:48","0","0","#CrossFitOCD #CrossFit @Wall St. Plaza https://www.instagram.com/p/BP0SVtWgDxb/","","@Wall","#CrossFitOCD #CrossFit","825400135064625152","https://twitter.com/jt_ocd/status/825400135064625152"
"jt_ocd","2017-01-28 17:46","0","0","#CrossFitOCD #mashmafia #TeamMashMafia @Wall St. Plaza https://www.instagram.com/p/BP0SGWgA5Fh/","","@Wall","#CrossFitOCD #mashmafia #TeamMashMafia","825399573191471108","https://twitter.com/jt_ocd/status/825399573191471108"
"jt_ocd","2017-01-28 17:43","0","0","#CrossFitOCD #CrossFit @Wall St. Plaza https://www.instagram.com/p/BP0RvNdg-IG/","","@Wall","#CrossFitOCD #CrossFit","825398811908509700","https://twitter.com/jt_ocd/status/825398811908509700"
"JDenning88","2017-01-28 17:27","0","0","Just posted a photo @Mexico Pavilion at Epcot https://www.instagram.com/p/BP0P_ttDPkf/","","@Mexico","","825394875000619010","https://twitter.com/JDenning88/status/825394875000619010"
"_R0DDD","2017-01-28 17:17","0","0","My day today #CrossFitComp #CrossfitTaino @The War on Wall St https://www.instagram.com/p/BP0O0x7jIfp3d9ZYOSMXalgVi6TknzRfjtxCQw0/ ","","@The","#CrossFitComp #CrossfitTaino","825392304802430977","https://twitter.com/_R0DDD/status/825392304802430977"
"BobbySena2040","2017-01-28 17:08","1","1","Awesome Muggle wall! #whatharrypottermeanstoyou #HPCelebration @Universal Studios Florida https://www.instagram.com/p/BP0NyUWBX8P/","","@Universal","#whatharrypottermeanstoyou #HPCelebration","825390019942572032","https://twitter.com/BobbySena2040/status/825390019942572032"
"AurielGrace","2017-01-28 16:15","1","2","A Gang of Girls Radio - David Pond 1/30/17 9E/8C/6P Book Giveaway - Second Hour - Chakras - https://www.instagram.com/p/BP0HxoCjjl7/","","","","825376804911325184","https://twitter.com/AurielGrace/status/825376804911325184"
"CJRoberts72","2017-01-28 15:12","0","0","Come on by and see the Lexus racing history wall #lexusexperience #lexusracing #MC2 https://www.instagram.com/p/BP0AgfBAGvi/","","","#lexusexperience #lexusracing #MC2","825360828593537024","https://twitter.com/CJRoberts72/status/825360828593537024"
"jeffmeltzer","2017-01-28 14:36","0","0","So Trump closed immigration from 7 countries. But not Egypt or Saudi America? Wonder why? He has business dealings in both. shady SOB","","","","825351926984347649","https://twitter.com/jeffmeltzer/status/825351926984347649"
"thenc_lympie","2017-01-28 07:56","0","0","Turnt!! @Wall Street Cantina https://www.instagram.com/p/BPzOp1lAuJu/","","@Wall","","825251188945870849","https://twitter.com/thenc_lympie/status/825251188945870849"
"Beast_mode55_","2017-01-28 03:25","0","0","#Repost @dncsupplements  The whole gang in the house tonight ... we can't thank you guys https://www.instagram.com/p/BPyvnniB7Qx/","","@dncsupplements","#Repost","825182943836463104","https://twitter.com/Beast_mode55_/status/825182943836463104"
"bestofgnv","2017-01-28 01:54","0","2","Check out the 34th Street Wall! worldpeacemuraltour __________ Repost ----> https://www.instagram.com/p/BPylQWWFc3n/","","","","825160162763747328","https://twitter.com/bestofgnv/status/825160162763747328"
"blewflame2000","2017-01-28 00:25","0","0","#worldofbeer with the gang zassy531 #workfriends #afterparty @World of Beer - Tampa International https://www.instagram.com/p/BPybDnNlEAx/","","@World","#worldofbeer #workfriends #afterparty","825137730304741377","https://twitter.com/blewflame2000/status/825137730304741377"
"Cairot87","2017-01-27 23:38","0","1","Seagulls gang. #Nature #canon @Barefoot Beach Preserve https://www.instagram.com/p/BPyVtJwFUmc/","","@Barefoot","#Nature #canon","825125968247406592","https://twitter.com/Cairot87/status/825125968247406592"
"RantingBilly","2017-01-27 22:29","0","0","Enjoying a cold #Tecate before the tariffs hit. #Beer #Mexico #@Burrito Brothers Taco Co. https://www.instagram.com/p/BPyNwZ2jIZC/","","@Burrito","#Tecate #Beer #Mexico #","825108478616272896","https://twitter.com/RantingBilly/status/825108478616272896"
"Free_Orlando","2017-01-27 21:59","0","0","#OrlandoFree Large wall mirror and light fixture (Orlando) http://orlando.craigslist.org/zip/5978170521.html pic.twitter.com/qAD2YWegmJ","","","#OrlandoFree","825100845536595968","https://twitter.com/Free_Orlando/status/825100845536595968"
"G_LoraTax","2017-01-27 21:01","0","0","Lindsey Graham Tweets Concern Over Trump's 'Mucho Sad' Border Tax Proposal http://dlvr.it/ND7NmR pic.twitter.com/ypfPukcVpK","","","","825086279834443776","https://twitter.com/G_LoraTax/status/825086279834443776"
"USAF_BP","2017-01-27 20:16","0","0","Joined that Fitbit gang! #fitbit #fitbitblaze #fitness https://www.instagram.com/p/BPx-lnjDuWfEnhEyavDk1zlHtkrNbCIhOfm93Y0/ ","","","#fitbit #fitbitblaze #fitness","825075128123928577","https://twitter.com/USAF_BP/status/825075128123928577"
"fly_ry19","2017-01-27 18:45","0","0","I told them not to hit the wall #daytonaspeedway #Rolex24 @Daytona https://www.instagram.com/p/BPx0ITqg87MtJ7yG2B44otLocfXHv0Lg0Lsd280/ ","","@Daytona","#daytonaspeedway #Rolex24","825052126317510657","https://twitter.com/fly_ry19/status/825052126317510657"
"buse3412","2017-01-27 18:43","0","0","Starting off my 7th day at Epcot in the Mexico Pavilion!!! @Epcot - https://www.instagram.com/p/BPxz9Hfgel1a17z2DgbmtjozZVYTKfbE8F5lqk0/ ","","@Epcot","","825051739770482688","https://twitter.com/buse3412/status/825051739770482688"
"DubeAnjle","2017-01-27 18:29","0","0",""" @superleadman: @realDonaldTrump it don't matter the chimp is gone now we have a silverback."" he will make america great again! #MAGA","","@superleadman @realDonaldTrump","#MAGA","825048072711446528","https://twitter.com/DubeAnjle/status/825048072711446528"
"LokiMouse","2017-01-27 17:50","0","1","I mean I could have taken up the whole wall with what this series means to me but I feel like https://www.instagram.com/p/BPxtzFGBCtB/","","","","825038199420432384","https://twitter.com/LokiMouse/status/825038199420432384"
"FinalCutStef","2017-01-27 16:15","1","3","Had a BLAST with the @iographer gang! Thanks guys for letting us join you this week. https://www.instagram.com/p/BPxjAi_AQhE/","","@iographer","","825014473425567744","https://twitter.com/FinalCutStef/status/825014473425567744"
"KingRey9279","2017-01-27 15:45","0","0","Just a lil somethings for the people WALL 2 WALL Wednesday .... POWERED BY @uncensored407 https://www.instagram.com/p/BPxfjsVgDo8/","","@uncensored407","","825006885652852736","https://twitter.com/KingRey9279/status/825006885652852736"
"1Cool","2017-01-27 15:23","0","1","@maggiepriceless What ? I thought Mexico was paying. . pic.twitter.com/x0Skk5N212","","@maggiepriceless","","825001362446548992","https://twitter.com/1Cool/status/825001362446548992"
