"date","state","usage"
"29-08-2015","UT",4706
"29-08-2015","VT",1534
"29-08-2015","VA",18188
"29-08-2015","WA",16403
"29-08-2015","WV",2452
"29-08-2015","WI",10685
"29-08-2015","WY",901
"29-08-2015","AS",NA
"29-08-2015","GU",NA
"29-08-2015","MP",NA
"29-08-2015","PR",NA
"29-08-2015","UM",NA
"29-08-2015","VI",NA
"30-08-2015","AL",7231
"30-08-2015","AK",NA
"30-08-2015","AZ",12364
"30-08-2015","AR",4490
"30-08-2015","CA",90649
"30-08-2015","CO",13503
"30-08-2015","CT",6763
"30-08-2015","DE",1823
"30-08-2015","DC",5676
"30-08-2015","FL",45492
"30-08-2015","GA",22126
"30-08-2015","HI",NA
"30-08-2015","ID",1665
"30-08-2015","IL",22241
"30-08-2015","IN",10590
"30-08-2015","IA",3922
"30-08-2015","KS",5197
"30-08-2015","KY",6422
"30-08-2015","LA",8212
"30-08-2015","ME",2138
"30-08-2015","MD",11204
"30-08-2015","MA",18367
"30-08-2015","MI",13447
"30-08-2015","MN",8816
"30-08-2015","MS",3184
"30-08-2015","MO",13614
"30-08-2015","MT",1812
"30-08-2015","NE",3125
"30-08-2015","NV",7863
"30-08-2015","NH",2516
"30-08-2015","NJ",19353
"30-08-2015","NM",3219
"30-08-2015","NY",44449
"30-08-2015","NC",16692
"30-08-2015","ND",854
"30-08-2015","OH",21845
"30-08-2015","OK",8730
"30-08-2015","OR",10310
"30-08-2015","PA",20023
"30-08-2015","RI",2555
"30-08-2015","SC",8858
"30-08-2015","SD",786
"30-08-2015","TN",10989
"30-08-2015","TX",52066
"30-08-2015","UT",4262
"30-08-2015","VT",1377
"30-08-2015","VA",16513
"30-08-2015","WA",15173
"30-08-2015","WV",2196
"30-08-2015","WI",9459
"30-08-2015","WY",930
"30-08-2015","AS",NA
"30-08-2015","GU",NA
"30-08-2015","MP",NA
"30-08-2015","PR",NA
"30-08-2015","UM",NA
"30-08-2015","VI",NA
"31-08-2015","AL",6794
"31-08-2015","AK",NA
"31-08-2015","AZ",13426
"31-08-2015","AR",4316
"31-08-2015","CA",83893
"31-08-2015","CO",13558
"31-08-2015","CT",6564
"31-08-2015","DE",1863
"31-08-2015","DC",5288
"31-08-2015","FL",46516
"31-08-2015","GA",22682
"31-08-2015","HI",NA
"31-08-2015","ID",1656
"31-08-2015","IL",22401
"31-08-2015","IN",10263
"31-08-2015","IA",3840
"31-08-2015","KS",5182
"31-08-2015","KY",5785
"31-08-2015","LA",7786
"31-08-2015","ME",2082
"31-08-2015","MD",11072
"31-08-2015","MA",17361
"31-08-2015","MI",12869
"31-08-2015","MN",8717
"31-08-2015","MS",3230
"31-08-2015","MO",13222
"31-08-2015","MT",1748
"31-08-2015","NE",3408
"31-08-2015","NV",7738
"31-08-2015","NH",2486
"31-08-2015","NJ",17422
"31-08-2015","NM",3309
"31-08-2015","NY",41600
"31-08-2015","NC",16003
"31-08-2015","ND",1033
"31-08-2015","OH",21662
"31-08-2015","OK",8809
"31-08-2015","OR",9804
"31-08-2015","PA",19309
"31-08-2015","RI",2656
"31-08-2015","SC",9255
"31-08-2015","SD",860
"31-08-2015","TN",11011
"31-08-2015","TX",50460
"31-08-2015","UT",3902
"31-08-2015","VT",1234
"31-08-2015","VA",15810
"31-08-2015","WA",14263
"31-08-2015","WV",1989
"31-08-2015","WI",9074
"31-08-2015","WY",989
"31-08-2015","AS",NA
"31-08-2015","GU",NA
"31-08-2015","MP",NA
"31-08-2015","PR",NA
"31-08-2015","UM",NA
"31-08-2015","VI",NA
"01-09-2015","AL",7234
"01-09-2015","AK",NA
"01-09-2015","AZ",12726
"01-09-2015","AR",4756
"01-09-2015","CA",82708
"01-09-2015","CO",13742
"01-09-2015","CT",6660
"01-09-2015","DE",1932
"01-09-2015","DC",4672
"01-09-2015","FL",45789
"01-09-2015","GA",22721
"01-09-2015","HI",NA
"01-09-2015","ID",1890
"01-09-2015","IL",23331
"01-09-2015","IN",10869
"01-09-2015","IA",3952
"01-09-2015","KS",5200
"01-09-2015","KY",5887
"01-09-2015","LA",7646
"01-09-2015","ME",1928
"01-09-2015","MD",11392
"01-09-2015","MA",17459
"01-09-2015","MI",13345
"01-09-2015","MN",8938
"01-09-2015","MS",3142
"01-09-2015","MO",13751
"01-09-2015","MT",1770
"01-09-2015","NE",3389
"01-09-2015","NV",7297
"01-09-2015","NH",2610
"01-09-2015","NJ",17175
"01-09-2015","NM",3252
"01-09-2015","NY",41812
"01-09-2015","NC",17210
"01-09-2015","ND",1045
"01-09-2015","OH",22092
"01-09-2015","OK",9005
"01-09-2015","OR",10410
"01-09-2015","PA",19042
"01-09-2015","RI",2432
"01-09-2015","SC",9101
"01-09-2015","SD",919
"01-09-2015","TN",11271
"01-09-2015","TX",51165
"01-09-2015","UT",4365
"01-09-2015","VT",1240
"01-09-2015","VA",16182
"01-09-2015","WA",14196
"01-09-2015","WV",1922
"01-09-2015","WI",9490
"01-09-2015","WY",919
"01-09-2015","AS",NA
"01-09-2015","GU",NA
"01-09-2015","MP",NA
"01-09-2015","PR",NA
"01-09-2015","UM",NA
"01-09-2015","VI",NA
"02-09-2015","AL",7587
"02-09-2015","AK",NA
"02-09-2015","AZ",11990
"02-09-2015","AR",4589
"02-09-2015","CA",83540
"02-09-2015","CO",13901
"02-09-2015","CT",6506
"02-09-2015","DE",1704
"02-09-2015","DC",5160
"02-09-2015","FL",47222
"02-09-2015","GA",22056
"02-09-2015","HI",NA
"02-09-2015","ID",1905
"02-09-2015","IL",22773
"02-09-2015","IN",10516
"02-09-2015","IA",3957
"02-09-2015","KS",5210
"02-09-2015","KY",5802
"02-09-2015","LA",7591
"02-09-2015","ME",2077
"02-09-2015","MD",10902
"02-09-2015","MA",16871
"02-09-2015","MI",13632
"02-09-2015","MN",9111
"02-09-2015","MS",3461
"02-09-2015","MO",14044
"02-09-2015","MT",1742
"02-09-2015","NE",3470
"02-09-2015","NV",7355
"02-09-2015","NH",2624
"02-09-2015","NJ",18204
"02-09-2015","NM",3927
"02-09-2015","NY",42095
"02-09-2015","NC",16856
"02-09-2015","ND",977
"02-09-2015","OH",22257
"02-09-2015","OK",9072
"02-09-2015","OR",10593
"02-09-2015","PA",19764
"02-09-2015","RI",2383
"02-09-2015","SC",9392
"02-09-2015","SD",903
"02-09-2015","TN",11625
"02-09-2015","TX",52208
"02-09-2015","UT",4409
"02-09-2015","VT",1291
"02-09-2015","VA",16504
"02-09-2015","WA",14005
"02-09-2015","WV",2160
"02-09-2015","WI",10106
"02-09-2015","WY",897
"02-09-2015","AS",NA
"02-09-2015","GU",NA
"02-09-2015","MP",NA
"02-09-2015","PR",1
"02-09-2015","UM",NA
"02-09-2015","VI",NA
"03-09-2015","AL",7422
"03-09-2015","AK",NA
"03-09-2015","AZ",13172
"03-09-2015","AR",4479
"03-09-2015","CA",85962
"03-09-2015","CO",14389
"03-09-2015","CT",6716
"03-09-2015","DE",1801
"03-09-2015","DC",5494
"03-09-2015","FL",50366
"03-09-2015","GA",24385
"03-09-2015","HI",NA
"03-09-2015","ID",1953
"03-09-2015","IL",23310
"03-09-2015","IN",10789
"03-09-2015","IA",4289
"03-09-2015","KS",5407
"03-09-2015","KY",6311
"03-09-2015","LA",8399
"03-09-2015","ME",2216
"03-09-2015","MD",11423
"03-09-2015","MA",17475
"03-09-2015","MI",13507
"03-09-2015","MN",9549
"03-09-2015","MS",3254
"03-09-2015","MO",13953
"03-09-2015","MT",1819
"03-09-2015","NE",3424
"03-09-2015","NV",8324
"03-09-2015","NH",2513
"03-09-2015","NJ",18187
"03-09-2015","NM",3677
"03-09-2015","NY",43144
"03-09-2015","NC",18325
"03-09-2015","ND",1052
"03-09-2015","OH",21661
"03-09-2015","OK",9087
"03-09-2015","OR",11108
"03-09-2015","PA",21194
"03-09-2015","RI",2434
"03-09-2015","SC",9947
"03-09-2015","SD",916
"03-09-2015","TN",11750
"03-09-2015","TX",52377
"03-09-2015","UT",4655
"03-09-2015","VT",1426
"03-09-2015","VA",17126
"03-09-2015","WA",14986
"03-09-2015","WV",2107
"03-09-2015","WI",9678
"03-09-2015","WY",951
"03-09-2015","AS",NA
"03-09-2015","GU",NA
"03-09-2015","MP",NA
"03-09-2015","PR",NA
"03-09-2015","UM",NA
"03-09-2015","VI",NA
"04-09-2015","AL",7940
"04-09-2015","AK",NA
"04-09-2015","AZ",13122
"04-09-2015","AR",4322
"04-09-2015","CA",92694
"04-09-2015","CO",15034
"04-09-2015","CT",6942
"04-09-2015","DE",1995
"04-09-2015","DC",5985
"04-09-2015","FL",51315
"04-09-2015","GA",24715
"04-09-2015","HI",NA
"04-09-2015","ID",2037
"04-09-2015","IL",24289
"04-09-2015","IN",11343
"04-09-2015","IA",4514
"04-09-2015","KS",5409
"04-09-2015","KY",6251
"04-09-2015","LA",8666
"04-09-2015","ME",2410
"04-09-2015","MD",11785
"04-09-2015","MA",18750
"04-09-2015","MI",14243
"04-09-2015","MN",10326
"04-09-2015","MS",3259
"04-09-2015","MO",13386
"04-09-2015","MT",1830
"04-09-2015","NE",3638
"04-09-2015","NV",8192
"04-09-2015","NH",2680
"04-09-2015","NJ",18037
"04-09-2015","NM",3912
"04-09-2015","NY",46369
"04-09-2015","NC",18255
"04-09-2015","ND",935
"04-09-2015","OH",23554
"04-09-2015","OK",8921
"04-09-2015","OR",11095
"04-09-2015","PA",22075
"04-09-2015","RI",2679
"04-09-2015","SC",9927
"04-09-2015","SD",1020
"04-09-2015","TN",12217
"04-09-2015","TX",54263
"04-09-2015","UT",4604
"04-09-2015","VT",1555
"04-09-2015","VA",17804
"04-09-2015","WA",15423
"04-09-2015","WV",2273
"04-09-2015","WI",10176
"04-09-2015","WY",994
"04-09-2015","AS",NA
"04-09-2015","GU",NA
"04-09-2015","MP",NA
"04-09-2015","PR",NA
"04-09-2015","UM",NA
"04-09-2015","VI",NA
"05-09-2015","AL",7456
"05-09-2015","AK",4
"05-09-2015","AZ",13265
"05-09-2015","AR",4878
"05-09-2015","CA",99657
"05-09-2015","CO",15651
"05-09-2015","CT",7394
"05-09-2015","DE",2370
"05-09-2015","DC",6171
"05-09-2015","FL",54370
"05-09-2015","GA",27298
"05-09-2015","HI",NA
"05-09-2015","ID",2157
"05-09-2015","IL",25293
"05-09-2015","IN",12255
"05-09-2015","IA",4214
"05-09-2015","KS",5456
"05-09-2015","KY",6939
"05-09-2015","LA",8409
"05-09-2015","ME",2540
"05-09-2015","MD",12348
"05-09-2015","MA",19513
"05-09-2015","MI",14404
"05-09-2015","MN",9865
"05-09-2015","MS",3799
"05-09-2015","MO",13627
"05-09-2015","MT",1953
"05-09-2015","NE",4066
"05-09-2015","NV",9360
"05-09-2015","NH",2821
"05-09-2015","NJ",19627
"05-09-2015","NM",3849
"05-09-2015","NY",49206
"05-09-2015","NC",19446
"05-09-2015","ND",906
"05-09-2015","OH",23775
"05-09-2015","OK",9123
"05-09-2015","OR",10977
"05-09-2015","PA",24080
"05-09-2015","RI",2914
"05-09-2015","SC",10220
"05-09-2015","SD",963
"05-09-2015","TN",12489
"05-09-2015","TX",59059
"05-09-2015","UT",4809
"05-09-2015","VT",1696
"05-09-2015","VA",18836
"05-09-2015","WA",16068
"05-09-2015","WV",2671
"05-09-2015","WI",10365
"05-09-2015","WY",1023
"05-09-2015","AS",NA
"05-09-2015","GU",NA
"05-09-2015","MP",NA
"05-09-2015","PR",NA
"05-09-2015","UM",NA
"05-09-2015","VI",NA
"06-09-2015","AL",7178
"06-09-2015","AK",NA
"06-09-2015","AZ",13139
"06-09-2015","AR",4292
"06-09-2015","CA",98680
"06-09-2015","CO",16118
"06-09-2015","CT",6971
"06-09-2015","DE",2074
"06-09-2015","DC",6380
"06-09-2015","FL",51699
"06-09-2015","GA",26145
"06-09-2015","HI",NA
"06-09-2015","ID",1840
"06-09-2015","IL",24165
"06-09-2015","IN",11157
"06-09-2015","IA",4030
"06-09-2015","KS",5121
"06-09-2015","KY",7135
"06-09-2015","LA",8713
"06-09-2015","ME",2608
"06-09-2015","MD",12349
"06-09-2015","MA",18717
"06-09-2015","MI",14344
"06-09-2015","MN",9104
"06-09-2015","MS",3294
"06-09-2015","MO",13541
"06-09-2015","MT",1933
"06-09-2015","NE",3408
"06-09-2015","NV",9610
"06-09-2015","NH",2984
"06-09-2015","NJ",19516
"06-09-2015","NM",3739
"06-09-2015","NY",49748
"06-09-2015","NC",17921
"06-09-2015","ND",955
"06-09-2015","OH",24013
"06-09-2015","OK",8730
"06-09-2015","OR",10581
"06-09-2015","PA",24237
"06-09-2015","RI",2688
"06-09-2015","SC",10233
"06-09-2015","SD",979
"06-09-2015","TN",11887
"06-09-2015","TX",56172
"06-09-2015","UT",4511
"06-09-2015","VT",1612
"06-09-2015","VA",18158
"06-09-2015","WA",16346
"06-09-2015","WV",2547
"06-09-2015","WI",9909
"06-09-2015","WY",995
"06-09-2015","AS",NA
"06-09-2015","GU",NA
"06-09-2015","MP",NA
"06-09-2015","PR",NA
"06-09-2015","UM",NA
"06-09-2015","VI",NA
"07-09-2015","AL",6813
"07-09-2015","AK",NA
"07-09-2015","AZ",12589
"07-09-2015","AR",4097
"07-09-2015","CA",88252
"07-09-2015","CO",14257
"07-09-2015","CT",6587
"07-09-2015","DE",2206
"07-09-2015","DC",5777
"07-09-2015","FL",47093
"07-09-2015","GA",23567
"07-09-2015","HI",NA
"07-09-2015","ID",1718
"07-09-2015","IL",23328
"07-09-2015","IN",10154
"07-09-2015","IA",3920
"07-09-2015","KS",5182
"07-09-2015","KY",6047
"07-09-2015","LA",7745
"07-09-2015","ME",2207
"07-09-2015","MD",11689
"07-09-2015","MA",18036
"07-09-2015","MI",13662
"07-09-2015","MN",9170
"07-09-2015","MS",2999
"07-09-2015","MO",12679
"07-09-2015","MT",1623
"07-09-2015","NE",3244
"07-09-2015","NV",9348
"07-09-2015","NH",2602
"07-09-2015","NJ",18458
"07-09-2015","NM",3140
"07-09-2015","NY",45846
"07-09-2015","NC",16868
"07-09-2015","ND",948
"07-09-2015","OH",22285
"07-09-2015","OK",8501
"07-09-2015","OR",10236
"07-09-2015","PA",21845
"07-09-2015","RI",2723
"07-09-2015","SC",9709
"07-09-2015","SD",881
"07-09-2015","TN",10977
"07-09-2015","TX",51720
"07-09-2015","UT",4262
"07-09-2015","VT",1419
"07-09-2015","VA",17209
"07-09-2015","WA",14757
"07-09-2015","WV",2246
"07-09-2015","WI",9155
"07-09-2015","WY",860
"07-09-2015","AS",NA
"07-09-2015","GU",NA
"07-09-2015","MP",NA
"07-09-2015","PR",NA
"07-09-2015","UM",NA
"07-09-2015","VI",NA
"08-09-2015","AL",6731
"08-09-2015","AK",NA
"08-09-2015","AZ",12193
"08-09-2015","AR",4170
"08-09-2015","CA",80789
"08-09-2015","CO",13226
"08-09-2015","CT",6345
"08-09-2015","DE",2290
"08-09-2015","DC",4749
"08-09-2015","FL",47361
"08-09-2015","GA",22618
"08-09-2015","HI",NA
"08-09-2015","ID",1818
"08-09-2015","IL",21313
"08-09-2015","IN",10167
"08-09-2015","IA",3785
"08-09-2015","KS",5085
"08-09-2015","KY",5988
"08-09-2015","LA",7720
"08-09-2015","ME",1948
"08-09-2015","MD",10800
"08-09-2015","MA",17741
"08-09-2015","MI",12978
"08-09-2015","MN",8519
"08-09-2015","MS",3338
"08-09-2015","MO",12660
"08-09-2015","MT",1668
"08-09-2015","NE",3351
"08-09-2015","NV",8994
"08-09-2015","NH",2558
"08-09-2015","NJ",16882
"08-09-2015","NM",3630
"08-09-2015","NY",43155
"08-09-2015","NC",16595
"08-09-2015","ND",1012
"08-09-2015","OH",21291
"08-09-2015","OK",8644
"08-09-2015","OR",10229
"08-09-2015","PA",18593
"08-09-2015","RI",2278
"08-09-2015","SC",9134
"08-09-2015","SD",952
"08-09-2015","TN",10962
"08-09-2015","TX",52466
"08-09-2015","UT",4056
"08-09-2015","VT",1227
"08-09-2015","VA",16011
"08-09-2015","WA",13483
"08-09-2015","WV",2016
"08-09-2015","WI",9123
"08-09-2015","WY",841
"08-09-2015","AS",NA
"08-09-2015","GU",NA
"08-09-2015","MP",NA
"08-09-2015","PR",NA
"08-09-2015","UM",NA
"08-09-2015","VI",NA
"09-09-2015","AL",7577
"09-09-2015","AK",1
"09-09-2015","AZ",12424
"09-09-2015","AR",4205
"09-09-2015","CA",84852
"09-09-2015","CO",13499
"09-09-2015","CT",6408
"09-09-2015","DE",1885
"09-09-2015","DC",5385
"09-09-2015","FL",47951
"09-09-2015","GA",22097
"09-09-2015","HI",NA
"09-09-2015","ID",2006
"09-09-2015","IL",22147
"09-09-2015","IN",10522
"09-09-2015","IA",3853
"09-09-2015","KS",5206
"09-09-2015","KY",5920
"09-09-2015","LA",7615
"09-09-2015","ME",1762
"09-09-2015","MD",11124
"09-09-2015","MA",18372
"09-09-2015","MI",12412
"09-09-2015","MN",8507
"09-09-2015","MS",3686
"09-09-2015","MO",12831
"09-09-2015","MT",1781
"09-09-2015","NE",3389
"09-09-2015","NV",8127
"09-09-2015","NH",2391
"09-09-2015","NJ",17467
"09-09-2015","NM",4115
"09-09-2015","NY",44771
"09-09-2015","NC",17017
"09-09-2015","ND",1024
"09-09-2015","OH",21659
"09-09-2015","OK",8521
"09-09-2015","OR",10584
"09-09-2015","PA",19318
"09-09-2015","RI",2454
"09-09-2015","SC",9686
"09-09-2015","SD",867
"09-09-2015","TN",11210
"09-09-2015","TX",51580
"09-09-2015","UT",4272
"09-09-2015","VT",1335
"09-09-2015","VA",16584
"09-09-2015","WA",14210
"09-09-2015","WV",2064
"09-09-2015","WI",9653
"09-09-2015","WY",964
"09-09-2015","AS",NA
"09-09-2015","GU",NA
"09-09-2015","MP",NA
"09-09-2015","PR",NA
"09-09-2015","UM",NA
"09-09-2015","VI",NA
"10-09-2015","AL",7265
"10-09-2015","AK",NA
"10-09-2015","AZ",12572
"10-09-2015","AR",4343
"10-09-2015","CA",85087
"10-09-2015","CO",13845
"10-09-2015","CT",6385
"10-09-2015","DE",1657
"10-09-2015","DC",5286
"10-09-2015","FL",48730
"10-09-2015","GA",22488
"10-09-2015","HI",NA
"10-09-2015","ID",1929
"10-09-2015","IL",23202
"10-09-2015","IN",10352
"10-09-2015","IA",4172
"10-09-2015","KS",5341
"10-09-2015","KY",5867
"10-09-2015","LA",7995
"10-09-2015","ME",1913
"10-09-2015","MD",11083
"10-09-2015","MA",18537
"10-09-2015","MI",13985
"10-09-2015","MN",8755
"10-09-2015","MS",3392
"10-09-2015","MO",13631
"10-09-2015","MT",1748
"10-09-2015","NE",3461
"10-09-2015","NV",9254
"10-09-2015","NH",2394
"10-09-2015","NJ",18163
"10-09-2015","NM",3628
"10-09-2015","NY",49224
"10-09-2015","NC",17363
"10-09-2015","ND",960
"10-09-2015","OH",21839
"10-09-2015","OK",8846
"10-09-2015","OR",10610
"10-09-2015","PA",19888
"10-09-2015","RI",2402
"10-09-2015","SC",9347
"10-09-2015","SD",808
"10-09-2015","TN",11373
"10-09-2015","TX",53668
"10-09-2015","UT",4472
"10-09-2015","VT",1278
"10-09-2015","VA",16576
"10-09-2015","WA",14433
"10-09-2015","WV",1968
"10-09-2015","WI",8888
"10-09-2015","WY",898
"10-09-2015","AS",NA
"10-09-2015","GU",NA
"10-09-2015","MP",NA
"10-09-2015","PR",NA
"10-09-2015","UM",NA
"10-09-2015","VI",NA
"11-09-2015","AL",7401
"11-09-2015","AK",NA
"11-09-2015","AZ",12582
"11-09-2015","AR",4604
"11-09-2015","CA",88541
"11-09-2015","CO",13973
"11-09-2015","CT",6644
"11-09-2015","DE",1549
"11-09-2015","DC",5914
"11-09-2015","FL",51050
"11-09-2015","GA",21737
"11-09-2015","HI",NA
"11-09-2015","ID",1810
"11-09-2015","IL",24295
"11-09-2015","IN",11053
"11-09-2015","IA",4203
"11-09-2015","KS",5470
"11-09-2015","KY",6607
"11-09-2015","LA",7990
"11-09-2015","ME",1894
"11-09-2015","MD",11404
"11-09-2015","MA",18307
"11-09-2015","MI",13680
"11-09-2015","MN",9702
"11-09-2015","MS",3457
"11-09-2015","MO",14342
"11-09-2015","MT",1774
"11-09-2015","NE",3678
"11-09-2015","NV",9404
"11-09-2015","NH",2560
"11-09-2015","NJ",18779
"11-09-2015","NM",3834
"11-09-2015","NY",61690
"11-09-2015","NC",18142
"11-09-2015","ND",924
"11-09-2015","OH",22687
"11-09-2015","OK",9434
"11-09-2015","OR",11253
"11-09-2015","PA",20482
"11-09-2015","RI",2598
"11-09-2015","SC",9356
"11-09-2015","SD",887
"11-09-2015","TN",12031
"11-09-2015","TX",52880
"11-09-2015","UT",4579
"11-09-2015","VT",1338
"11-09-2015","VA",17308
"11-09-2015","WA",15709
"11-09-2015","WV",2070
"11-09-2015","WI",9382
"11-09-2015","WY",869
"11-09-2015","AS",NA
"11-09-2015","GU",NA
"11-09-2015","MP",NA
"11-09-2015","PR",NA
"11-09-2015","UM",NA
"11-09-2015","VI",NA
"12-09-2015","AL",8437
"12-09-2015","AK",NA
"12-09-2015","AZ",13335
"12-09-2015","AR",4823
"12-09-2015","CA",97507
"12-09-2015","CO",14710
"12-09-2015","CT",7110
"12-09-2015","DE",1617
"12-09-2015","DC",6426
"12-09-2015","FL",52493
"12-09-2015","GA",23438
"12-09-2015","HI",NA
"12-09-2015","ID",2009
"12-09-2015","IL",25696
"12-09-2015","IN",12121
"12-09-2015","IA",4709
"12-09-2015","KS",5771
"12-09-2015","KY",6739
"12-09-2015","LA",8560
"12-09-2015","ME",2206
"12-09-2015","MD",11679
"12-09-2015","MA",19562
"12-09-2015","MI",15657
"12-09-2015","MN",9787
"12-09-2015","MS",4032
"12-09-2015","MO",14368
"12-09-2015","MT",1754
"12-09-2015","NE",4038
"12-09-2015","NV",10415
"12-09-2015","NH",2721
"12-09-2015","NJ",19443
"12-09-2015","NM",3921
"12-09-2015","NY",55546
"12-09-2015","NC",19426
"12-09-2015","ND",992
"12-09-2015","OH",24106
"12-09-2015","OK",9040
"12-09-2015","OR",10895
"12-09-2015","PA",22361
"12-09-2015","RI",2488
"12-09-2015","SC",10017
"12-09-2015","SD",1023
"12-09-2015","TN",12893
"12-09-2015","TX",56843
"12-09-2015","UT",4647
"12-09-2015","VT",1442
"12-09-2015","VA",18160
"12-09-2015","WA",16241
"12-09-2015","WV",2317
"12-09-2015","WI",9670
"12-09-2015","WY",978
"12-09-2015","AS",NA
"12-09-2015","GU",NA
"12-09-2015","MP",NA
"12-09-2015","PR",NA
"12-09-2015","UM",NA
"12-09-2015","VI",NA
"13-09-2015","AL",7119
"13-09-2015","AK",NA
"13-09-2015","AZ",12551
"13-09-2015","AR",4507
"13-09-2015","CA",89250
"13-09-2015","CO",14401
"13-09-2015","CT",6600
"13-09-2015","DE",1416
"13-09-2015","DC",5984
"13-09-2015","FL",46690
"13-09-2015","GA",21343
"13-09-2015","HI",NA
"13-09-2015","ID",1839
"13-09-2015","IL",24516
"13-09-2015","IN",10390
"13-09-2015","IA",3883
"13-09-2015","KS",5059
"13-09-2015","KY",6203
"13-09-2015","LA",7797
"13-09-2015","ME",1763
"13-09-2015","MD",11580
"13-09-2015","MA",16844
"13-09-2015","MI",13381
"13-09-2015","MN",8718
"13-09-2015","MS",3396
"13-09-2015","MO",13638
"13-09-2015","MT",1834
"13-09-2015","NE",3127
"13-09-2015","NV",9130
"13-09-2015","NH",2576
"13-09-2015","NJ",18889
"13-09-2015","NM",3306
"13-09-2015","NY",52917
"13-09-2015","NC",17197
"13-09-2015","ND",876
"13-09-2015","OH",21992
"13-09-2015","OK",8753
"13-09-2015","OR",9803
"13-09-2015","PA",20826
"13-09-2015","RI",2411
"13-09-2015","SC",9251
"13-09-2015","SD",791
"13-09-2015","TN",11386
"13-09-2015","TX",51698
"13-09-2015","UT",4499
"13-09-2015","VT",1451
"13-09-2015","VA",16910
"13-09-2015","WA",14984
"13-09-2015","WV",2106
"13-09-2015","WI",8747
"13-09-2015","WY",927
"13-09-2015","AS",NA
"13-09-2015","GU",NA
"13-09-2015","MP",NA
"13-09-2015","PR",NA
"13-09-2015","UM",NA
"13-09-2015","VI",NA
"14-09-2015","AL",7226
"14-09-2015","AK",NA
"14-09-2015","AZ",12522
"14-09-2015","AR",4414
"14-09-2015","CA",84034
"14-09-2015","CO",13259
"14-09-2015","CT",6491
"14-09-2015","DE",1714
"14-09-2015","DC",5103
"14-09-2015","FL",46450
"14-09-2015","GA",21563
"14-09-2015","HI",NA
"14-09-2015","ID",1942
"14-09-2015","IL",23061
"14-09-2015","IN",10587
"14-09-2015","IA",4026
"14-09-2015","KS",5393
"14-09-2015","KY",6188
"14-09-2015","LA",7931
"14-09-2015","ME",1732
"14-09-2015","MD",11540
"14-09-2015","MA",16987
"14-09-2015","MI",12763
"14-09-2015","MN",8966
"14-09-2015","MS",3117
"14-09-2015","MO",13810
"14-09-2015","MT",1731
"14-09-2015","NE",3572
"14-09-2015","NV",8326
"14-09-2015","NH",2655
"14-09-2015","NJ",17298
"14-09-2015","NM",3348
"14-09-2015","NY",49434
"14-09-2015","NC",16521
"14-09-2015","ND",976
"14-09-2015","OH",21869
"14-09-2015","OK",9223
"14-09-2015","OR",9914
"14-09-2015","PA",20075
"14-09-2015","RI",2981
"14-09-2015","SC",9038
"14-09-2015","SD",772
"14-09-2015","TN",11323
"14-09-2015","TX",49628
"14-09-2015","UT",4279
"14-09-2015","VT",1175
"14-09-2015","VA",16837
"14-09-2015","WA",13893
"14-09-2015","WV",2056
"14-09-2015","WI",8425
"14-09-2015","WY",938
"14-09-2015","AS",NA
"14-09-2015","GU",NA
"14-09-2015","MP",NA
"14-09-2015","PR",NA
"14-09-2015","UM",NA
"14-09-2015","VI",NA
"15-09-2015","AL",7459
"15-09-2015","AK",NA
"15-09-2015","AZ",12411
"15-09-2015","AR",4459
"15-09-2015","CA",84686
"15-09-2015","CO",13489
"15-09-2015","CT",6510
"15-09-2015","DE",1366
"15-09-2015","DC",5461
"15-09-2015","FL",48145
"15-09-2015","GA",21294
"15-09-2015","HI",NA
"15-09-2015","ID",1994
"15-09-2015","IL",22629
"15-09-2015","IN",10613
"15-09-2015","IA",3796
"15-09-2015","KS",5388
"15-09-2015","KY",5817
"15-09-2015","LA",7590
"15-09-2015","ME",1817
"15-09-2015","MD",11262
"15-09-2015","MA",17345
"15-09-2015","MI",12934
"15-09-2015","MN",8921
"15-09-2015","MS",3240
"15-09-2015","MO",13875
"15-09-2015","MT",1790
"15-09-2015","NE",3479
"15-09-2015","NV",8418
"15-09-2015","NH",2566
"15-09-2015","NJ",17553
"15-09-2015","NM",3438
"15-09-2015","NY",49967
"15-09-2015","NC",17086
"15-09-2015","ND",1135
"15-09-2015","OH",21626
"15-09-2015","OK",8773
"15-09-2015","OR",10346
"15-09-2015","PA",19777
"15-09-2015","RI",2293
"15-09-2015","SC",9295
"15-09-2015","SD",807
"15-09-2015","TN",11429
"15-09-2015","TX",50185
"15-09-2015","UT",4556
"15-09-2015","VT",1238
"15-09-2015","VA",16653
"15-09-2015","WA",14611
"15-09-2015","WV",1937
"15-09-2015","WI",8608
"15-09-2015","WY",848
"15-09-2015","AS",NA
"15-09-2015","GU",NA
"15-09-2015","MP",NA
"15-09-2015","PR",NA
"15-09-2015","UM",NA
"15-09-2015","VI",NA
"16-09-2015","AL",7338
"16-09-2015","AK",NA
"16-09-2015","AZ",12252
"16-09-2015","AR",4712
"16-09-2015","CA",83789
"16-09-2015","CO",13748
"16-09-2015","CT",6788
"16-09-2015","DE",1451
"16-09-2015","DC",6112
"16-09-2015","FL",46510
"16-09-2015","GA",20520
"16-09-2015","HI",NA
"16-09-2015","ID",1757
"16-09-2015","IL",22940
"16-09-2015","IN",10931
"16-09-2015","IA",4035
"16-09-2015","KS",5181
"16-09-2015","KY",6467
